X Gaze Data, Y Gaze Data, Time 
996,519,866555903
998,519,866555910
1003,519,866555921
1004,519,866555935
1005,520,866555944
1005,517,866555955
1005,517,866555966
1005,516,866555977
1008,525,866555988
1008,526,866556012
1009,528,866556021
1008,528,866556031
1005,523,866556043
992,538,866556058
995,542,866556063
1016,512,866556142
1007,494,866556154
1006,491,866556167
1006,493,866556177
1011,499,866556188
1014,502,866556198
1018,500,866556210
1019,499,866556221
1018,500,866556245
1017,501,866556246
1017,502,866556254
1017,502,866556265
1020,505,866556277
1020,504,866556288
1014,508,866556299
1011,514,866556324
1018,510,866556331
1021,509,866556344
1021,508,866556356
1021,508,866556365
1020,508,866556377
1021,508,866556388
1023,507,866556398
1025,508,866556410
1025,515,866556434
1021,520,866556444
1020,520,866556454
1019,520,866556465
1018,521,866556477
1020,521,866556488
1022,521,866556498
1035,518,866556511
1044,514,866556521
1045,514,866556531
1054,514,866556558
1060,515,866556565
1061,514,866556577
1064,507,866556590
1065,506,866556598
1063,506,866556610
1063,507,866556621
1063,507,866556631
1062,509,866556643
1063,506,866556669
1064,504,866556677
1066,504,866556687
1065,504,866556701
1065,504,866556710
1019,504,866556721
1018,504,866556732
1017,502,866556743
1014,501,866556754
1014,500,866556779
1011,506,866556788
1011,506,866556798
1010,500,866556826
1017,498,866556831
1021,500,866556843
1021,501,866556856
1021,501,866556864
1019,504,866556877
1015,504,866556887
1015,504,866556902
1015,505,866556910
1014,506,866556921
1014,507,866556934
1012,508,866556943
1012,504,866556954
1012,504,866556965
1012,505,866556977
1017,502,866556987
1017,501,866557013
1018,498,866557021
1017,497,866557031
1017,496,866557045
1036,505,866557054
1037,505,866557064
1038,506,866557077
1038,506,866557087
1038,506,866557097
1038,507,866557110
1037,519,866557123
1037,520,866557131
1035,522,866557143
1035,520,866557169
1035,518,866557176
1036,521,866557187
1036,521,866557200
1037,518,866557210
1032,513,866557220
1032,513,866557231
1032,511,866557246
1032,511,866557254
1033,510,866557277
1037,516,866557287
1038,516,866557297
1040,512,866557324
1050,512,866557331
1058,509,866557343
1095,489,866557355
1096,489,866557364
1104,489,866557376
1105,495,866557401
1106,491,866557410
1101,491,866557420
1101,491,866557432
1102,493,866557443
1102,494,866557454
1101,494,866557478
1097,502,866557487
1097,502,866557497
1097,502,866557509
1098,499,866557526
1098,499,866557531
1096,502,866557558
1101,506,866557564
1105,513,866557642
1101,506,866557653
1099,503,866557665
1095,503,866557676
1101,515,866557687
1101,515,866557712
1103,513,866557720
1104,512,866557730
1104,505,866557744
1104,504,866557753
1104,504,866557764
1104,499,866557776
1104,502,866557790
1104,502,866557797
1104,502,866557809
1104,503,866557821
1104,503,866557830
1104,504,866557843
1104,505,866557868
1105,508,866557876
1104,507,866557887
1104,508,866557900
1104,509,866557909
1102,511,866557920
1100,510,866557932
1100,509,866557943
1100,508,866557953
1102,508,866557963
1106,504,866557979
1112,501,866557986
1114,500,866557997
1124,500,866558009
1134,502,866558020
1135,503,866558030
1135,504,866558057
1127,509,866558064
1128,510,866558076
1132,502,866558089
1133,502,866558097
1134,498,866558109
1135,494,866558121
1135,494,866558130
1136,495,866558142
1140,500,866558168
1141,503,866558176
1140,504,866558187
1140,505,866558198
1138,506,866558209
1131,505,866558220
1131,505,866558230
1131,506,866558246
1133,493,866558253
1133,493,866558263
1131,489,866558276
1130,488,866558286
1130,488,866558296
1131,488,866558323
1133,489,866558330
1136,492,866558342
1127,492,866558355
1117,490,866558363
1098,487,866558376
1075,470,866558387
1074,470,866558396
1072,476,866558409
1072,475,866558419
1072,475,866558433
1076,472,866558442
1076,470,866558453
1076,471,866558465
1075,473,866558476
1075,475,866558486
1075,475,866558497
1074,478,866558509
1074,478,866558520
1074,479,866558543
1078,480,866558553
1078,479,866558563
1078,478,866558576
1077,478,866558589
1076,478,866558596
1074,476,866558609
1074,475,866558621
1074,475,866558629
1076,474,866558642
1078,474,866558668
1076,474,866558675
1077,478,866558686
1077,479,866558699
1079,481,866558709
1094,469,866558719
1094,469,866558731
1095,469,866558742
1100,471,866558752
1101,472,866558777
1107,489,866558785
1108,489,866558796
1107,489,866558823
1100,500,866558829
1102,499,866558842
1101,500,866558854
1101,499,866558863
1098,502,866558875
1101,523,866558887
1101,524,866558896
1101,523,866558908
1098,517,866558933
1100,514,866558942
1100,514,866558952
1101,514,866558965
1100,515,866558975
1102,500,866558986
1102,499,866558997
1105,495,866559009
1107,491,866559019
1107,490,866559045
1105,490,866559052
1105,490,866559076
1106,488,866559086
1106,488,866559096
1109,489,866559123
1091,491,866559129
1084,487,866559141
1091,493,866559155
1162,601,866559161
1132,504,866559207
1130,502,866559233
1125,517,866559241
1114,508,866559252
1108,499,866559264
1111,503,866559275
1110,501,866559285
1111,501,866559310
1108,499,866559318
1109,505,866559328
1165,513,866559418
1173,501,866559428
1148,466,866559441
1128,455,866559452
1124,451,866559464
1111,467,866559475
1110,466,866559485
1110,463,866559496
1105,460,866559508
1105,459,866559519
1104,458,866559542
1103,467,866559552
1102,468,866559562
1104,470,866559589
1105,471,866559595
1111,471,866559608
1113,472,866559621
1113,472,866559629
1113,472,866559641
1113,473,866559652
1113,474,866559667
1113,477,866559675
1112,493,866559685
1111,494,866559699
1106,501,866559708
1105,504,866559719
1104,504,866559731
1104,503,866559741
1103,497,866559752
1103,497,866559763
1102,494,866559775
1101,490,866559785
1101,489,866559809
1101,495,866559818
1100,495,866559829
1100,493,866559841
1100,494,866559856
1100,494,866559862
1098,496,866559874
1096,495,866559887
1095,495,866559895
1094,494,866559908
1097,492,866559934
1098,491,866559941
1099,489,866559952
1100,488,866559965
1100,488,866559975
1100,489,866559985
1099,490,866559997
1099,491,866560008
1103,489,866560018
1104,489,866560029
1102,491,866560041
1100,492,866560052
1102,492,866560075
1126,488,866560085
1125,488,866560095
1110,498,866560122
1110,498,866560128
1110,497,866560141
1107,493,866560154
1106,493,866560162
1102,487,866560174
1103,489,866560184
1102,488,866560200
1101,486,866560207
1087,506,866560232
1090,499,866560241
1097,500,866560251
1098,500,866560264
1102,501,866560274
1103,498,866560285
1103,498,866560295
1104,495,866560310
1102,492,866560318
1102,492,866560328
1101,493,866560341
1101,493,866560351
1102,494,866560361
1102,494,866560388
1103,492,866560395
1103,492,866560407
1102,494,866560420
1102,494,866560428
1105,496,866560441
1105,495,866560465
1105,496,866560474
1106,503,866560484
1106,505,866560496
1105,501,866560507
1097,499,866560518
1096,499,866560544
1116,499,866560551
1117,499,866560561
1115,497,866560575
1114,496,866560584
1114,496,866560595
1112,497,866560607
1111,498,866560620
1110,499,866560628
1106,499,866560641
1105,500,866560651
1104,502,866560667
1103,503,866560674
1100,505,866560699
1087,507,866560707
1073,513,866560718
1073,513,866560730
1062,513,866560741
1056,508,866560751
1055,508,866560776
1056,511,866560784
1057,513,866560794
1057,518,866560808
1057,518,866560818
1057,518,866560828
1057,512,866560855
1060,514,866560861
1060,515,866560874
1059,519,866560885
1058,519,866560895
1057,521,866560907
1060,517,866560933
1063,514,866560941
1063,518,866560951
1063,518,866560964
1064,517,866560974
1066,515,866560984
1066,515,866560995
1069,514,866561007
1070,513,866561018
1071,513,866561028
1071,514,866561041
1085,512,866561051
1087,511,866561061
1083,511,866561088
1087,505,866561094
1093,504,866561107
1090,508,866561119
1090,508,866561127
1092,510,866561140
1094,511,866561165
1095,510,866561173
1094,508,866561184
1094,508,866561197
1094,509,866561207
1096,512,866561217
1096,513,866561228
1097,515,866561240
1096,513,866561251
1096,513,866561275
1092,498,866561284
1092,498,866561294
1092,498,866561322
1094,502,866561327
1094,502,866561340
1098,496,866561352
1098,496,866561361
1099,498,866561373
1101,500,866561398
1101,500,866561399
1103,501,866561407
1104,499,866561417
1104,499,866561431
1104,498,866561440
1104,506,866561451
1104,506,866561462
1103,504,866561473
1099,500,866561484
1098,500,866561509
1092,503,866561517
1092,503,866561527
1094,502,866561555
1094,502,866561561
1094,503,866561573
1092,502,866561586
1091,502,866561594
1093,503,866561607
1094,507,866561633
1094,508,866561640
1094,506,866561651
1094,506,866561664
1092,500,866561673
1093,500,866561684
1093,500,866561696
1094,502,866561707
1102,509,866561717
1102,509,866561728
1098,505,866561740
1103,513,866561750
1107,520,866561775
1138,562,866561784
1139,564,866561794
1147,574,866561807
1149,576,866561817
1150,577,866561827
1150,575,866561855
1149,572,866561860
1149,573,866561873
1151,581,866561885
1151,581,866561894
1151,582,866561906
1151,581,866561917
1151,582,866561927
1148,584,866561940
1145,587,866561950
1145,587,866561964
1144,588,866561973
1149,584,866561983
1149,584,866561996
1150,583,866562006
1148,584,866562017
1149,585,866562042
1152,582,866562050
1152,582,866562060
1154,587,866562089
1153,587,866562094
1152,586,866562120
1153,585,866562127
1151,585,866562140
1141,584,866562151
1140,584,866562160
1131,582,866562173
1130,580,866562197
1129,580,866562206
1129,580,866562217
1129,581,866562229
1130,584,866562239
1130,585,866562250
1130,585,866562261
1131,584,866562273
1131,583,866562283
1131,583,866562307
1133,589,866562317
1133,589,866562327
1133,589,866562354
1134,583,866562360
1144,569,866562373
1145,569,866562383
1145,569,866562393
1134,572,866562406
1133,572,866562416
1133,572,866562431
1132,576,866562439
1131,579,866562450
1131,580,866562463
1132,585,866562473
1130,581,866562483
1130,582,866562494
1132,584,866562506
1131,586,866562516
1103,626,866562541
1043,721,866562550
1019,807,866562560
1011,801,866562573
968,1077,866562583
958,1147,866562593
940,1313,866562620
914,1633,866562626
899,1970,866562639
897,1985,866562650
896,2003,866562660
897,1969,866562672
892,2016,866562698
870,2104,866562705
874,2100,866562716
875,2101,866562730
886,2080,866562739
885,2079,866562749
885,2079,866562762
887,2087,866562772
887,2086,866562783
887,2088,866562794
891,2094,866562806
908,2022,866562815
920,1972,866562826
1020,1545,866562919
1215,684,866562926
1203,688,866562939
1200,685,866562950
1199,683,866562959
1200,689,866562972
1200,688,866562996
1200,688,866563006
1192,680,866563016
1191,680,866563027
1192,681,866563039
1190,679,866563050
1191,679,866563074
1196,679,866563075
1195,673,866563083
1190,664,866563093
1164,625,866563105
1160,621,866563121
1160,619,866563126
1156,614,866563139
1155,614,866563153
1155,613,866563159
1156,612,866563172
1155,610,866563184
1154,609,866563193
1155,611,866563205
1151,617,866563231
1150,616,866563239
1151,613,866563250
1151,611,866563262
1151,609,866563272
1153,597,866563283
1153,597,866563294
1152,601,866563305
1150,600,866563316
1150,600,866563340
1149,600,866563349
1148,599,866563359
1148,595,866563386
1147,595,866563392
1146,594,866563405
1145,594,866563417
1144,594,866563426
1144,593,866563439
1145,593,866563449
1145,592,866563460
1144,592,866563472
1143,591,866563496
1138,595,866563505
1140,592,866563516
1139,592,866563526
1132,593,866563543
1128,594,866563549
1129,593,866563574
1133,579,866563583
1134,577,866563593
1139,576,866563605
1142,582,866563621
1142,582,866563626
1143,584,866563638
1147,588,866563652
1147,588,866563659
1146,591,866563671
1146,592,866563683
1146,592,866563692
1145,596,866563705
1146,596,866563730
1146,593,866563738
1146,592,866563749
1145,590,866563761
1144,590,866563772
1142,581,866563782
1142,580,866563793
1137,581,866563805
1136,580,866563815
1136,580,866563826
1135,580,866563839
1133,588,866563848
1132,591,866563859
1132,593,866563886
1137,592,866563892
1140,593,866563905
1141,595,866563917
1141,595,866563925
1141,599,866563938
1138,601,866563964
1138,601,866563971
1135,601,866563982
1134,602,866563994
1136,602,866564005
1134,600,866564016
1135,599,866564026
1133,591,866564041
1131,588,866564049
1130,588,866564059
1131,586,866564073
1128,585,866564082
1128,585,866564092
1125,584,866564105
1129,583,866564115
1121,578,866564126
1107,570,866564138
1072,537,866564151
937,409,866564159
710,171,866564172
693,155,866564183
680,142,866564192
665,130,866564205
663,125,866564231
651,113,866564238
649,111,866564249
649,111,866564261
647,104,866564271
647,104,866564282
647,103,866564292
647,103,866564304
647,104,866564315
647,105,866564341
644,106,866564348
643,106,866564359
640,108,866564373
640,108,866564382
641,108,866564392
642,107,866564419
643,102,866564425
652,82,866564438
654,79,866564449
653,78,866564459
650,76,866564471
646,72,866564495
649,73,866564504
650,76,866564515
650,76,866564527
650,81,866564538
649,80,866564548
649,80,866564559
649,80,866564571
647,78,866564581
646,77,866564606
645,74,866564615
645,74,866564625
646,73,866564637
645,71,866564651
645,71,866564658
645,71,866564671
645,70,866564681
645,70,866564692
646,68,866564704
650,63,866564715
650,63,866564727
652,61,866564738
653,62,866564748
652,62,866564774
645,69,866564781
613,69,866564792
529,66,866564805
184,77,866564814
169,78,866564825
143,78,866564852
115,77,866564858
87,82,866564871
77,85,866564883
71,86,866564891
74,81,866564904
75,83,866564915
75,82,866564925
75,82,866564937
75,82,866564962
76,82,866564971
82,70,866564981
83,70,866564993
83,69,866565004
84,69,866565014
85,68,866565025
87,68,866565037
91,71,866565048
92,71,866565071
102,73,866565081
102,73,866565091
102,72,866565117
101,73,866565125
101,72,866565137
100,71,866565148
100,71,866565158
100,71,866565171
94,79,866565181
93,79,866565194
94,75,866565203
169,28,866565280
170,27,866565290
170,27,866565303
167,35,866565380
157,56,866565390
153,62,866565402
145,73,866565428
146,72,866565435
610,242,866565538
608,233,866565547
608,233,866565557
611,229,866565570
611,230,866565585
612,230,866565591
616,237,866565603
615,235,866565616
616,238,866565624
615,234,866565637
619,228,866565648
619,226,866565662
619,218,866565670
615,216,866565681
614,215,866565693
617,212,866565703
618,211,866565713
626,211,866565725
709,244,866565771
813,299,866565780
826,305,866565791
872,303,866565818
896,308,866565824
895,302,866565837
893,300,866565849
893,299,866565858
891,298,866565870
890,298,866565895
887,299,866565903
887,298,866565914
887,298,866565927
892,293,866565937
892,292,866565947
892,291,866565958
892,292,866565973
893,289,866565981
892,287,866565991
891,286,866566004
891,285,866566014
891,285,866566024
889,280,866566051
939,331,866566058
1058,471,866566070
1091,521,866566082
1097,531,866566091
1104,546,866566103
1110,558,866566130
1114,574,866566137
1112,580,866566161
1117,581,866566170
1118,579,866566181
1119,580,866566192
1119,580,866566203
1121,580,866566214
1123,580,866566225
1123,580,866566238
1124,581,866566247
1125,582,866566257
1126,583,866566285
1126,582,866566291
1127,582,866566316
1130,581,866566324
1131,585,866566335
1216,564,866566403
1362,303,866566414
1403,226,866566426
1477,70,866566437
1474,69,866566447
1473,70,866566459
1474,70,866566470
1481,71,866566480
1482,72,866566505
1483,73,866566506
1481,75,866566514
1481,75,866566524
1479,77,866566551
1480,77,866566558
1479,78,866566570
1479,78,866566582
1479,79,866566590
1478,82,866566603
1479,83,866566628
1480,84,866566629
1480,85,866566636
1479,85,866566647
1479,86,866566660
1475,88,866566669
1476,88,866566680
1498,91,866566692
1532,96,866566703
1554,99,866566713
1563,99,866566740
1589,103,866566747
1594,104,866566757
1598,104,866566771
1595,103,866566780
1596,104,866566791
1596,104,866566818
1597,104,866566824
1597,104,866566836
1596,102,866566848
1595,102,866566857
1595,102,866566869
1595,102,866566880
1594,101,866566896
1595,101,866566903
1591,97,866566914
1590,96,866566928
1589,95,866566936
1585,91,866566947
1583,90,866566959
1581,90,866566970
1579,89,866566980
1579,89,866566991
1582,91,866567005
1582,91,866567013
1582,91,866567024
1582,91,866567050
1579,92,866567057
1579,93,866567069
1579,94,866567081
1582,95,866567090
1582,96,866567103
1582,97,866567129
1582,97,866567136
1583,98,866567146
1583,99,866567160
1583,99,866567169
1585,98,866567180
1586,98,866567191
1584,98,866567203
1584,89,866567213
1584,89,866567238
1589,86,866567246
1590,86,866567257
1590,86,866567269
1591,85,866567280
1591,85,866567290
1591,85,866567303
1591,85,866567315
1328,227,866567324
1390,193,866567336
1273,280,866567363
1027,488,866567369
847,688,866567380
815,722,866567390
727,821,866567402
592,971,866567413
561,1007,866567425
560,1009,866567436
587,968,866567446
534,1053,866567473
539,1054,866567480
537,1055,866567490
542,1058,866567503
549,1062,866567513
549,1063,866567524
555,1066,866567550
550,1066,866567557
549,1065,866567569
547,1062,866567582
547,1060,866567590
543,1040,866567602
543,1037,866567613
543,1037,866567624
543,1037,866567636
546,1036,866567660
597,1044,866567669
680,1051,866567679
685,1051,866567705
700,1051,866567713
703,1051,866567724
707,1052,866567736
705,1058,866567746
708,1057,866567757
708,1057,866567769
711,1058,866567782
712,1059,866567790
712,1060,866567802
712,1059,866567813
712,1057,866567823
713,1056,866567835
712,1053,866567846
712,1053,866567858
716,1052,866567869
719,1052,866567879
719,1052,866567890
721,1050,866567902
721,1049,866567913
722,1048,866567923
721,1047,866567950
721,1048,866567956
720,1050,866567969
719,1050,866567982
720,1052,866567990
724,1056,866568002
724,1056,866568013
723,1058,866568029
717,1060,866568036
717,1061,866568046
717,1061,866568060
717,1062,866568069
720,1062,866568079
727,1062,866568092
727,1063,866568102
727,1063,866568112
726,1061,866568138
728,1061,866568146
724,1064,866568156
724,1064,866568169
725,1062,866568179
781,1026,866568190
766,1036,866568202
798,1032,866568215
925,1017,866568222
1483,462,866568312
1539,355,866568324
1543,310,866568335
1538,267,866568346
1528,251,866568372
1514,223,866568379
1512,215,866568404
1512,204,866568412
1507,181,866568423
1506,180,866568450
1510,177,866568456
1510,177,866568468
1511,179,866568481
1520,174,866568490
1523,172,866568502
1560,152,866568513
1565,149,866568523
1569,146,866568535
1571,145,866568561
1580,141,866568568
1580,141,866568580
1584,141,866568589
1583,143,866568602
1582,143,866568612
1582,142,866568626
1583,141,866568635
1583,140,866568646
1583,138,866568656
1583,138,866568669
1584,136,866568679
1584,136,866568690
1583,135,866568717
1582,137,866568723
1582,137,866568749
1583,141,866568756
1584,144,866568768
1582,142,866568780
1581,140,866568789
1580,138,866568802
1577,133,866568828
1572,126,866568835
1571,123,866568846
1570,122,866568859
1570,120,866568869
1571,119,866568879
1570,116,866568891
1570,117,866568901
1570,116,866568912
1570,116,866568938
1571,116,866568945
1571,115,866568956
1570,115,866568968
1569,114,866568979
1565,113,866568989
1565,113,866569016
1566,115,866569023
1566,116,866569034
1566,115,866569047
1566,113,866569056
1556,114,866569068
1557,114,866569093
1188,96,866569101
951,92,866569112
763,88,866569125
502,87,866569134
450,85,866569145
399,84,866569156
373,83,866569168
352,84,866569178
303,84,866569204
294,78,866569211
284,76,866569222
283,75,866569236
281,75,866569245
280,75,866569256
278,74,866569283
201,64,866569289
169,59,866569301
142,54,866569313
129,52,866569322
114,50,866569334
103,46,866569360
94,45,866569367
95,45,866569378
96,46,866569391
95,46,866569401
95,47,866569412
91,45,866569422
90,43,866569438
89,43,866569445
89,43,866569456
89,42,866569469
89,42,866569478
79,43,866569488
76,42,866569515
30,43,866569522
-1,39,866569534
-3,39,866569546
-5,39,866569556
-3,49,866569567
-4,44,866569593
-1,48,866569601
-2,51,866569611
-2,51,866569624
0,55,866569634
0,55,866569645
0,55,866569670
0,51,866569678
0,51,866569689
0,50,866569701
-1,50,866569716
0,50,866569722
26,47,866569734
26,47,866569747
203,42,866569755
537,32,866569767
550,32,866569779
559,32,866569788
568,32,866569801
587,31,866569811
610,30,866569827
609,31,866569834
614,34,866569845
621,35,866569858
621,36,866569867
620,37,866569878
620,37,866569889
622,39,866569901
625,39,866569911
625,39,866569937
625,38,866569944
624,38,866569955
624,38,866569969
625,39,866569977
625,39,866569988
625,39,866570015
622,34,866570022
623,34,866570034
624,35,866570047
623,39,866570055
625,34,866570068
629,52,866570078
631,59,866570088
633,63,866570100
633,64,866570125
636,76,866570134
636,77,866570144
636,83,866570157
638,81,866570167
638,82,866570178
638,82,866570188
638,84,866570204
638,84,866570211
638,84,866570222
636,82,866570235
636,83,866570244
636,83,866570255
637,83,866570281
638,86,866570288
637,84,866570300
637,85,866570312
637,85,866570322
637,86,866570334
636,96,866570359
634,99,866570367
633,98,866570377
633,97,866570390
634,96,866570400
634,94,866570411
634,93,866570421
633,90,866570436
633,89,866570444
633,88,866570455
633,88,866570482
630,92,866570487
630,92,866570500
630,93,866570513
629,93,866570521
631,93,866570534
627,93,866570545
543,85,866570555
493,81,866570567
296,75,866570592
151,67,866570600
120,65,866570611
92,64,866570624
80,65,866570633
76,64,866570644
67,64,866570656
64,63,866570667
63,63,866570677
62,62,866570702
60,62,866570711
60,63,866570721
61,66,866570734
61,66,866570744
61,65,866570755
61,65,866570782
62,66,866570788
62,66,866570814
61,67,866570821
61,67,866570833
61,67,866570844
60,64,866570854
59,59,866570867
58,58,866570877
57,57,866570891
57,56,866570900
56,56,866570910
55,55,866570921
53,56,866570933
51,57,866570944
44,57,866570969
30,58,866570977
24,58,866570988
20,59,866571014
11,61,866571021
10,62,866571033
8,60,866571045
8,59,866571054
10,59,866571067
9,59,866571092
9,59,866571100
12,59,866571110
12,59,866571123
15,60,866571133
15,60,866571143
36,92,866571154
39,96,866571165
118,81,866571242
124,77,866571253
127,75,866571278
154,26,866571279
152,26,866571286
151,23,866571298
153,19,866571310
156,18,866571319
157,17,866571332
157,17,866571357
158,16,866571366
171,34,866571377
170,32,866571389
172,34,866571399
176,49,866571410
175,54,866571435
170,58,866571444
168,58,866571453
164,59,866571466
161,59,866571481
148,59,866571488
138,59,866571499
132,59,866571512
120,59,866571520
112,58,866571533
80,57,866571558
70,58,866571566
71,58,866571576
71,58,866571589
70,58,866571599
70,58,866571610
71,58,866571621
70,58,866571633
69,59,866571643
69,60,866571668
70,64,866571676
70,64,866571687
70,64,866571715
71,60,866571721
68,52,866571732
68,52,866571747
70,53,866571753
71,53,866571766
71,52,866571777
71,52,866571787
71,53,866571799
72,52,866571824
73,49,866571833
72,50,866571843
71,49,866571854
67,48,866571866
61,49,866571876
58,50,866571902
43,55,866571910
39,57,866571920
32,59,866571934
30,59,866571943
28,58,866571954
27,58,866571980
26,58,866571986
27,58,866571999
28,58,866572011
28,57,866572020
28,57,866572033
28,56,866572058
27,54,866572066
26,53,866572076
25,53,866572089
25,53,866572099
23,51,866572110
22,50,866572120
21,49,866572135
22,49,866572143
21,48,866572154
20,48,866572166
20,48,866572176
17,50,866572186
17,51,866572213
12,53,866572220
12,53,866572232
11,49,866572245
10,47,866572254
10,47,866572265
10,46,866572277
9,46,866572287
8,43,866572299
12,43,866572323
172,46,866572332
471,53,866572343
482,53,866572355
499,53,866572365
514,53,866572376
535,53,866572401
634,58,866572410
657,59,866572420
663,62,866572432
661,60,866572447
661,64,866572453
663,63,866572465
663,64,866572479
663,64,866572486
663,64,866572499
663,62,866572511
663,62,866572519
663,59,866572532
650,68,866572557
641,73,866572565
639,74,866572576
639,74,866572588
636,76,866572599
635,79,866572609
635,79,866572619
636,82,866572632
636,80,866572643
636,80,866572653
636,83,866572665
635,80,866572681
635,80,866572686
634,79,866572699
629,78,866572712
611,76,866572720
607,76,866572732
594,75,866572744
360,61,866572753
132,52,866572765
108,50,866572791
65,47,866572799
65,47,866572809
42,45,866572821
45,43,866572832
56,43,866572842
30,41,866572868
32,40,866572876
32,41,866572886
31,41,866572900
28,41,866572909
28,41,866572920
28,42,866572946
30,42,866572953
40,44,866572965
41,43,866572976
51,40,866572986
58,38,866572998
66,36,866573024
79,30,866573032
88,26,866573042
93,24,866573056
92,26,866573065
95,27,866573075
93,27,866573088
93,27,866573098
93,28,866573109
91,28,866573134
90,30,866573142
89,30,866573153
88,32,866573165
88,35,866573175
88,35,866573186
88,35,866573213
89,37,866573219
89,38,866573231
88,39,866573244
85,37,866573253
88,37,866573265
86,37,866573276
73,33,866573286
58,29,866573298
46,24,866573309
41,22,866573322
30,14,866573332
27,13,866573342
24,11,866573368
22,12,866573375
22,12,866573386
22,12,866573413
22,12,866573419
22,13,866573431
21,13,866573444
23,14,866573452
23,13,866573465
23,12,866573476
22,11,866573486
21,10,866573498
21,10,866573523
19,10,866573531
18,11,866573542
18,11,866573554
16,14,866573565
20,8,866573575
21,8,866573600
23,11,866573608
23,12,866573620
20,11,866573631
21,11,866573647
21,12,866573652
22,13,866573678
19,13,866573686
19,13,866573698
19,13,866573710
19,12,866573719
19,12,866573732
20,15,866573742
20,15,866573757
20,14,866573765
18,21,866573775
18,24,866573788
18,27,866573798
18,27,866573808
18,27,866573820
16,28,866573831
16,28,866573842
16,28,866573868
17,30,866573875
17,32,866573886
17,32,866573899
17,31,866573908
17,30,866573919
19,25,866573931
19,25,866573946
19,25,866573952
18,25,866573964
17,22,866573977
16,20,866573986
16,20,866573998
15,21,866574008
14,21,866574023
14,21,866574031
15,23,866574042
16,23,866574054
16,23,866574064
17,25,866574075
37,24,866574100
55,24,866574108
59,23,866574119
84,30,866574146
86,30,866574152
88,30,866574177
90,29,866574185
89,31,866574197
90,33,866574209
90,34,866574219
90,38,866574231
91,37,866574255
92,39,866574264
96,42,866574275
97,43,866574287
96,41,866574298
96,41,866574308
97,40,866574319
97,40,866574331
97,39,866574341
96,39,866574352
95,39,866574365
94,39,866574374
94,39,866574385
95,39,866574397
95,39,866574411
95,40,866574418
95,40,866574431
95,40,866574443
93,38,866574452
93,38,866574464
93,38,866574474
92,37,866574490
90,37,866574497
87,39,866574522
86,39,866574530
86,40,866574541
88,41,866574554
88,42,866574564
88,43,866574574
88,43,866574586
88,43,866574597
87,41,866574608
87,41,866574633
86,39,866574641
86,39,866574651
86,40,866574680
89,39,866574685
89,39,866574697
89,39,866574710
88,39,866574718
88,39,866574730
89,38,866574741
90,37,866574752
89,38,866574764
89,39,866574789
89,39,866574797
86,37,866574808
84,36,866574820
83,35,866574830
82,36,866574840
19,236,866574851
216,97,866577479
216,97,866577484
216,106,866577496
211,119,866577509
211,119,866577517
201,122,866577529
208,120,866577555
202,162,866577562
194,185,866577574
158,246,866577585
145,273,866577597
136,284,866577607
142,262,866577633
168,189,866577641
173,167,866577651
180,144,866577664
183,131,866577674
191,109,866577684
174,105,866577696
189,108,866577712
170,99,866577718
138,77,866577744
132,74,866577751
121,69,866577763
116,67,866577774
111,65,866577784
103,59,866577796
107,62,866577807
105,60,866577820
105,61,866577830
106,60,866577841
106,59,866577852
109,55,866577863
111,55,866577874
111,55,866577899
110,55,866577906
102,46,866577917
94,39,866577944
88,37,866577950
80,38,866577976
78,38,866577984
79,35,866577996
95,95,866578007
99,107,866578017
102,122,866578029
70,144,866578063
58,158,866578073
46,174,866578085
-16,237,866578097
4,198,866578107
12,183,866578131
82,63,866578140
85,57,866578151
88,53,866578179
89,38,866578184
86,31,866578196
87,28,866578209
87,28,866578217
88,28,866578230
90,30,866578241
91,30,866578251
89,29,866578263
92,30,866578287
86,30,866578296
89,31,866578306
88,30,866578333
85,28,866578340
81,26,866578365
74,17,866578373
71,15,866578384
57,-2,866578397
55,-11,866578406
55,-12,866578418
52,-15,866578443
49,-19,866578450
49,-19,866578463
51,-18,866578474
52,-17,866578484
56,-15,866578496
33,-9,866578506
32,-8,866578517
29,-6,866578529
28,-5,866578554
26,-1,866578563
25,0,866578573
25,0,866578586
26,0,866578596
26,2,866578606
25,6,866578618
25,11,866578629
25,12,866578639
26,13,866578650
26,14,866578665
28,11,866578673
31,-1,866578684
31,-2,866578711
32,-2,866578717
32,-2,866578729
32,-5,866578742
32,-7,866578750
32,-7,866578762
31,-5,866578774
31,-2,866578784
31,-2,866578796
32,-2,866578821
33,-2,866578829
25,-3,866578839
22,-5,866578853
30,-3,866578862
54,-13,866578873
57,-14,866578899
74,-17,866578907
76,-17,866578917
80,-15,866578930
84,-7,866578939
85,-7,866578950
86,-9,866578976
87,-6,866578983
88,-3,866578995
89,-2,866579007
88,0,866579017
89,0,866579029
90,0,866579039
92,0,866579053
93,0,866579062
94,0,866579072
96,1,866579099
117,3,866579106
120,3,866579131
127,1,866579140
128,1,866579150
130,2,866579163
131,4,866579173
132,5,866579183
133,6,866579210
133,6,866579217
132,7,866579229
132,8,866579241
135,3,866579249
135,3,866579262
137,3,866579273
138,1,866579287
137,1,866579295
136,1,866579306
136,0,866579317
136,1,866579329
135,1,866579339
134,1,866579364
132,2,866579373
130,3,866579383
126,4,866579410
63,20,866579416
52,16,866579429
48,15,866579441
45,15,866579450
40,15,866579462
41,17,866579487
